,COUNTY,FIPS,RPL_THEME3,RPL_THEMES,RPL_THEME4,RPL_THEME2,RPL_THEME1,Greenness,Heat_Island,LST-Max,LST-Mean,Smoke,Popultatuion
150, Canyon,16027021200,0.9226,0.8586,0.7003,0.4848,0.9192,57.40767165340584,2.106905937194824,41.39000000000004,38.586868026737584,221.45084642854454,4294.0
151, Canyon,16027021300,0.9966,1.0,1.0,0.9293,0.9966,38.44235131181946,2.106905937194824,40.29000000000002,39.04216041201196,221.19646315126025,2099.0
152, Canyon,16027021500,0.7677,0.9428,0.7677,0.7407,0.9933,66.59709792625766,2.106905937194824,40.05000000000001,38.92157359232285,220.2323286767383,3093.0
153, Canyon,16027021600,0.8788,0.9495,0.6263,0.9832,0.9529,61.94394164749031,2.106905937194824,40.05000000000001,34.73038276732637,219.8863735057668,2414.0
154, Canyon,16027021700,0.963,0.9192,0.9024,0.7643,0.7744,69.36711096916207,2.106905937194824,41.13000000000005,38.05062711830009,223.9110309629218,6239.0
155, Canyon,16027021800,0.7003,0.3434,0.2189,0.3771,0.33,74.483883011917,2.106905937194824,40.05000000000001,33.419776516241235,223.8149828703649,3422.0
156, Canyon,16027021901,0.5421,0.5421,0.1818,0.4646,0.8114,85.81190026968451,0.0,41.670000000000016,37.04019218787451,220.61043024010073,3008.0
157, Canyon,16027021903,0.3064,0.3771,0.4242,0.5253,0.3468,60.48907372603121,2.106905937194824,54.43000000000001,39.97750861428249,,5427.0
158, Canyon,16027021904,0.9798,0.8552,0.3199,0.7441,0.9764,78.9119278185234,2.106905937194824,51.25000000000006,38.29892979404549,,2363.0
159, Canyon,16027022100,0.8552,0.8956,0.8249,0.5017,0.9259,85.7742073460994,0.0,44.05000000000001,35.125182784725816,218.73114175555622,2847.0
160, Canyon,16027022200,0.9529,0.8283,0.3502,0.7811,0.9125,85.50622637223955,0.0,40.410000000000025,34.60181578389943,215.78085164637136,2796.0
161, Canyon,16027022300,0.8451,0.6498,0.3098,0.2458,0.7845,70.9559816771942,0.0,46.77000000000004,37.21433017632836,220.5325256833263,3733.0
162, Canyon,16027022400,0.5724,0.4613,0.2121,0.6869,0.532,81.28064029186693,0.0,43.21000000000004,37.27309566915596,237.30141017132235,2683.0
163, Caribou,16029960100,0.468,0.5993,0.6195,0.8418,0.3569,67.61860239853561,0.0,37.43000000000001,26.51821740371988,99.68492445365132,3582.0
164, Caribou,16029960200,0.2559,0.1886,0.6027,0.165,0.0943,75.3826752724596,0.0,36.01000000000005,24.064113268086277,94.75170119094238,2626.0
165, Cassia,16031950100,0.7811,0.5724,0.33,0.4343,0.5017,26.32147267796341,0.0,49.410000000000025,30.44207389912578,122.46230719128442,2402.0
166, Cassia,16031950200,0.8384,0.4949,0.3805,0.1313,0.5219,85.62357555774692,0.0,40.89000000000004,30.29070781477813,150.64365065041366,2661.0
167, Cassia,16031950300,0.7542,0.7003,0.5152,0.8451,0.468,87.46870034864726,2.649099349975586,34.77000000000004,29.31967939327977,153.7079839154003,3951.0
168, Cassia,16031950400,0.9865,0.9798,0.9697,0.8283,0.9226,47.2505557582423,2.649099349975586,33.73000000000002,27.17663661291078,176.91622179551524,3554.0
169, Cassia,16031950500,0.771,0.7643,0.8451,0.431,0.633,75.73673692121548,2.649099349975586,34.450000000000045,29.07017809688975,157.64334610191415,4214.0
170, Cassia,16031950600,0.9663,0.8923,0.6734,0.5219,0.936,30.98610991471454,0.0,43.53000000000003,29.131639606497373,134.53437167331893,1991.0
