COUNTY,FIPS,Overall Vulnerability,Housing Type and Transportation,Socioeconomic Status,Household Composition and Disability,Minority Status and Language,Greenness,Heat_Island,LST-Max,LST-Mean,Smoke,Population,Area,PM-2-5,Heatwave,Density_Population,Year
Bonneville,16019971400,0.1858,0.1582,0.1453,0.2963,0.6263,57.78342774137675,2.156726837158203,52.610000000000014,35.18666504045518,515.58280287565,9972.0,69.72474489,2859.2046242283377,98933.0,143.01952650715538,2017
Bonneville,16019971500,0.7095,0.6061,0.6655,0.4276,0.6869,31.980294667246213,0.0,58.670000000000016,39.99343592591173,519.072029202239,2011.0,773.2056137000001,2167.062418337084,15123.0,2.600860578826912,2017
Boundary,16021970100,0.527,0.7037,0.4459,0.5589,0.3367,96.85473111346349,0.0,45.49000000000001,28.47376905115298,1644.369295140327,5945.0,950.7187918,1997.5406790244845,53019.0,6.253163449882279,2017
Boundary,16021970200,0.7264,0.8721,0.4797,0.8047,0.4209,95.76586390087868,0.0,46.73000000000002,25.40797379448124,1609.178963785905,5613.0,2360.490873,1669.5806435285203,63458.0,2.3778952353526,2017
Butte,16023970100,0.4696,0.5859,0.5304,0.5286,0.1987,10.105857270821792,0.0,63.59000000000003,41.59861509089825,654.0713091528438,2836.0,5797.249202,1824.734144222525,20639.0,0.4891975316537376,2017
Camas,16025970100,0.4831,0.2492,0.4865,0.9226,0.4916,54.60181981766932,0.0,58.99000000000001,36.26742600138619,676.8443744681614,1197.0,2794.013466,1730.7018862501957,15378.0,0.4284159738548662,2017
Canyon,16027020100,0.8885,0.7677,0.9561,0.4916,0.7542,13.15200187839154,1.902563095092772,51.950000000000045,43.51548408888672,712.9564095437529,1317.0,1.176047398,3400.8717817637653,82318.0,1119.8528241631293,2017
Canyon,16027020200,0.9966,0.936,0.9966,0.9562,0.9226,53.70710297639012,1.902563095092772,51.93000000000001,43.63666034817473,712.9564095437529,4984.0,2.607278269,3347.377120535434,276588.0,1911.5719481340868,2017
Canyon,16027020300,0.9155,0.5825,0.9662,0.8687,0.8418,58.28157824726847,1.902563095092772,51.950000000000045,43.09117884210124,712.9564095437529,5259.0,1.949796356,3420.437222623957,312193.0,2697.2047536229984,2017
Canyon,16027020401,0.8649,0.3502,0.9764,0.798,0.8552,42.889843920771696,1.902563095092772,52.57000000000005,42.56494921632715,713.3979340216799,10902.0,16.342261099999998,3270.3877013340443,586006.0,667.104749660376,2017
Canyon,16027020402,0.7973,0.3333,0.9155,0.8114,0.798,55.0589032579882,1.902563095092772,51.950000000000045,43.03517104425509,712.9564095437529,6974.0,3.788428813,3374.284061405298,396784.0,1840.86869365704,2017
Canyon,16027020501,0.3986,0.0741,0.6757,0.3906,0.6734,69.9915354995277,1.902563095092772,50.79000000000002,42.13902978531716,712.9564095437529,4662.0,2.61389724,3313.269860347965,253774.0,1783.5437172732927,2017
Canyon,16027020503,0.8986,0.8519,0.8716,0.936,0.5589,59.99341643604479,1.902563095092772,50.75000000000006,42.6605462414532,712.9564095437529,3895.0,2.593815643,3295.524224333807,221063.0,1501.648743044457,2017
Canyon,16027020504,0.9628,0.9731,0.9358,0.8182,0.7609,58.40105918124892,1.902563095092772,50.75000000000006,42.87310684045134,712.9564095437529,7143.0,2.539846985,3332.9701610757284,396257.0,2812.374147807176,2017
Canyon,16027020601,0.5845,0.1481,0.7905,0.5387,0.8047,65.85286226058228,1.902563095092772,51.59000000000003,41.43447732006806,712.9615459537778,6253.0,2.613972194,3231.1056207501288,306832.0,2392.144803358225,2017
Canyon,16027020602,0.9426,0.6734,0.9595,0.9529,0.8586,54.863292349704096,1.902563095092772,52.93000000000001,43.15356381211696,713.1507817926491,8788.0,4.591650209,3333.847990863115,472210.0,1913.908856291976,2017
Canyon,16027020700,0.3547,0.0909,0.4764,0.5455,0.7071,77.69314918713252,0.0,51.25000000000006,39.35478176435893,741.2639502755164,4522.0,23.23777059,3279.9044088272585,206845.0,194.59698091459643,2017
