,COUNTY,FIPS,Overall Vulnerability,Housing Type and Transportation,Socioencomic Status,Household Composition and Disability ,Minority Status and Language,Greenness,Heat_Island,LST-Max,LST-Mean,Smoke,Popultatuion
12,Ada,16001001000,0.681,0.9426,0.247,0.5448,0.724,77.31125574623172,1.5895633697509766,39.83000000000004,35.0172785867749,230.13865698946788,3959.0
13,Ada,16001001100,0.949,0.9605,0.738,0.81,0.9211,32.19399689469088,1.5895633697509766,35.110000000000014,33.79427687077015,226.71669781208038,2725.0
14,Ada,16001001201,0.06,0.0609,0.0,0.2329,0.3799,89.41624030348414,1.5895633697509766,35.53000000000003,34.45814992157189,226.71669781208035,2208.0
15,Ada,16001001202,0.82,0.9175,0.383,0.8243,0.7347,56.30414049292748,1.5895633697509766,36.89000000000004,34.84271680736766,227.11719019756723,4259.0
16,Ada,16001001400,0.774,0.8243,0.304,0.8781,0.7311,64.47683172762423,1.5895633697509766,39.870000000000005,37.54155858163681,231.71014925701857,3480.0
17,Ada,16001001500,0.315,0.1899,0.057,0.6881,0.5949,70.73005795474297,1.5895633697509766,38.47000000000003,38.17084901042035,233.40919715166086,2291.0
18,Ada,16001001600,0.229,0.5232,0.279,0.2365,0.2616,54.98559753077426,1.5895633697509766,39.670000000000016,39.26188613694948,233.40919715166086,2846.0
19,Ada,16001001700,0.734,0.7526,0.48,0.5878,0.8136,63.33517683889682,1.5895633697509766,39.33000000000004,38.62252593361001,233.40919715166086,3651.0
20,Ada,16001001800,0.43,0.4444,0.089,0.6272,0.6774,70.08847533898158,1.5895633697509766,39.99000000000001,39.31981787998632,233.39941051608668,2927.0
21,Ada,16001001900,0.232,0.1254,0.021,0.663,0.4946,61.923240756517295,1.5895633697509766,40.25000000000006,37.16831617560056,232.32370280631022,3257.0
22,Ada,16001002000,0.946,0.9749,0.831,0.7741,0.8458,26.802736522648438,1.5895633697509766,39.870000000000005,35.675257321358885,229.03816488855185,3860.0
23,Ada,16001002100,0.093,0.1003,0.093,0.4946,0.0681,5.14330084517157,1.5895633697509766,47.05000000000001,43.06805816327304,233.42823374963308,1262.0
24,Ada,16001002201,0.039,0.0573,0.003,0.1003,0.4157,53.424908971969806,1.5895633697509766,40.77000000000004,35.57196317280459,0.0,6529.0
25,Ada,16001002221,0.025,0.0716,0.014,0.1254,0.3297,69.36631542453459,1.5895633697509766,39.99000000000001,34.780886341151174,232.51835608871295,5518.0
26,Ada,16001002222,0.0,0.0071,0.039,0.1182,0.0,66.68767630766706,0.0,38.63000000000005,34.501352834264985,233.01687273780485,3218.0
27,Ada,16001002302,0.666,0.9462,0.362,0.5017,0.6379,38.136370766400965,1.5895633697509766,37.07000000000005,36.19903259119767,230.88470130270434,5081.0
28,Ada,16001002310,0.318,0.4014,0.146,0.2831,0.7025,42.89156589220465,1.5895633697509766,36.97000000000003,35.98477471671771,232.1130205392839,6168.0
29,Ada,16001002311,0.329,0.3799,0.164,0.4229,0.577,49.16469863155658,1.5895633697509766,37.07000000000005,36.37775255053716,0.0,6105.0
30,Ada,16001002410,0.017,0.0788,0.017,0.086,0.3189,72.80980029234337,1.5895633697509766,35.690000000000055,35.04871739044378,227.12003028768981,4619.0
31,Ada,16001002411,0.132,0.0824,0.053,0.3512,0.4265,71.42621615425519,1.5895633697509766,35.690000000000055,35.34856051902418,230.6587311694754,3448.0
32,Ada,16001002412,0.67,0.4623,0.465,0.8387,0.6845,48.83574617280853,1.5895633697509766,34.89000000000004,32.47596243042672,236.54330316362822,2197.0
33,Ada,16001002413,0.139,0.1397,0.086,0.2795,0.4265,72.97147220808547,1.5895633697509766,36.690000000000055,35.19584605552798,234.63886761623988,5568.0
34,Ada,16001010100,0.035,0.2078,0.096,0.2258,0.0465,20.10125966640349,1.5895633697509766,48.59000000000003,39.70270658657379,243.96940484879337,3767.0
35,Ada,16001010201,0.089,0.1863,0.125,0.1684,0.2652,22.267360056504344,0.0,50.33000000000004,40.45154955892124,248.66916885179143,6196.0
36,Ada,16001010221,0.014,0.086,0.186,0.0967,0.0752,81.8229297276689,1.5895633697509766,35.610000000000014,32.28679746854336,243.8022041512636,4051.0
37,Ada,16001010222,0.15,0.1935,0.179,0.2939,0.3476,67.69355428609913,1.5895633697509766,36.690000000000055,33.65508368890925,0.0,8177.0
38,Ada,16001010223,0.107,0.0358,0.121,0.2114,0.4121,68.77441525338163,1.5895633697509766,36.51000000000005,34.14176161722238,238.87074212853997,4093.0
39,Ada,16001010310,0.075,0.0286,0.175,0.1827,0.3261,79.58566236289579,1.5895633697509766,37.610000000000014,31.98003642231972,0.0,17019.0
40,Ada,16001010313,0.096,0.1792,0.046,0.0896,0.4444,62.86861910755049,1.5895633697509766,37.99000000000001,33.895795844635586,229.52888512926478,13013.0
41,Ada,16001010321,0.501,0.6702,0.275,0.4301,0.6021,32.2039959364966,1.5895633697509766,37.01000000000005,36.62257225869234,232.14074486055534,4784.0
42,Ada,16001010322,0.512,0.5412,0.265,0.6845,0.5232,41.27273080671633,1.5895633697509766,37.170000000000016,35.521411728442644,231.47306991646755,4564.0
43,Ada,16001010331,0.068,0.1075,0.064,0.1792,0.3512,64.4989704370114,1.5895633697509766,36.690000000000055,33.85614242115975,240.5299416675216,13024.0
44,Ada,16001010332,0.279,0.2544,0.29,0.5125,0.3942,62.8654754775615,1.5895633697509766,37.170000000000016,35.96923441687859,243.06400370778496,7570.0
45,Ada,16001010333,0.193,0.2974,0.05,0.301,0.5268,51.68022213585968,1.5895633697509766,36.610000000000014,36.17932506791111,238.76939053239144,7203.0
46,Ada,16001010401,0.351,0.215,0.458,0.4516,0.4731,72.90119616828068,0.0,38.81,33.77447247767944,237.01721339162088,12356.0
47,Ada,16001010402,0.186,0.0322,0.487,0.1541,0.4874,60.34564348587882,0.0,42.39000000000004,38.19494086382231,234.63651362815145,7105.0
48,Ada,16001010501,0.458,0.4731,0.587,0.0035,0.8387,9.154473295176444,0.0,47.83000000000004,42.36502952393122,237.39257140423922,5109.0
49,Ada,16001010502,0.222,0.2258,0.236,0.2186,0.6093,1.2560253288378982,1.5895633697509766,48.59000000000003,43.42233581557765,0.0,6801.0
50,Adams,16003950100,0.455,0.2652,0.899,0.4623,0.2544,95.1800768572727,0.0,39.31,30.98838532164414,333.53675277479635,1344.0
51,Adams,16003950200,0.376,0.2939,0.681,0.5161,0.1756,66.54861903568423,0.0,50.59000000000003,35.42704200950187,260.54492689384085,1707.0
52,Bannock,16005000100,0.795,0.2401,0.985,0.7956,0.7706,68.43534282924153,2.081576347351074,44.97000000000003,31.613036777847206,0.0,1645.0
53,Bannock,16005000200,0.028,0.025,0.24,0.1433,0.1326,84.95858863732235,2.081576347351074,43.79000000000002,30.131885856562853,110.12023716581005,2972.0
54,Bannock,16005000300,0.928,0.9139,0.863,0.9354,0.5591,58.11773482596877,2.081576347351074,42.150000000000034,35.49486265170305,123.09535223245615,7225.0
55,Bannock,16005000400,0.247,0.043,0.62,0.1577,0.5412,67.24787740835123,2.081576347351074,38.63000000000005,32.69018672412026,123.09535223245615,4321.0
56,Bannock,16005000500,0.007,0.0215,0.215,0.1039,0.0071,81.87279477702624,2.081576347351074,41.53000000000003,33.14668427626127,123.13204036963216,1483.0
57,Bannock,16005000600,0.781,0.8817,0.802,0.4802,0.5806,25.81138640209196,2.081576347351074,41.23000000000002,31.13714622372171,102.46325922353724,2714.0
58,Bannock,16005000700,0.304,0.706,0.523,0.1218,0.1648,50.95870399043317,2.081576347351074,42.450000000000045,32.93347273881884,102.19291859865194,3425.0
59,Bannock,16005000800,0.648,0.9713,0.91,0.025,0.4623,24.717224852496088,2.081576347351074,43.93000000000001,32.90873128002264,102.19673312711221,2184.0
60,Bannock,16005000900,0.702,0.7598,0.978,0.4157,0.4086,39.4381612550164,2.081576347351074,43.610000000000014,42.33119868352679,102.19291859865194,1733.0
61,Bannock,16005001000,0.365,0.3369,0.394,0.5017,0.4193,42.90168186762606,2.081576347351074,42.150000000000034,35.89295644114921,102.19291859865194,2526.0
62,Bannock,16005001101,0.064,0.1146,0.168,0.1146,0.2974,45.1473229182852,2.081576347351074,43.79000000000002,37.36588764483559,104.30889114528885,5806.0
63,Bannock,16005001102,0.573,0.5627,0.731,0.5627,0.3189,35.92570911078604,2.081576347351074,41.55000000000001,32.017285432269006,102.19291859865194,3043.0
64,Bannock,16005001200,0.58,0.5734,0.451,0.8172,0.3691,31.43057638172877,2.081576347351074,42.05000000000001,41.39167994026879,108.43013297188695,2387.0
65,Bannock,16005001300,0.691,0.6129,0.81,0.4874,0.5806,44.06162685054807,2.081576347351074,43.03000000000003,42.0726050302094,102.19291859865194,2227.0
66,Bannock,16005001400,0.867,0.7813,0.946,0.6881,0.5663,36.23777901879566,2.081576347351074,43.93000000000001,41.772866808973454,106.66456634864399,3577.0
67,Bannock,16005001500,0.369,0.2759,0.397,0.6523,0.3297,52.71977906457823,2.081576347351074,43.93000000000001,37.1663115967572,119.05554001551137,4204.0
68,Bannock,16005001601,0.802,0.8172,0.949,0.3978,0.6344,22.49030623442933,2.081576347351074,44.35000000000002,35.96844232313325,102.19291859865194,2042.0
69,Bannock,16005001602,0.437,0.2329,0.372,0.6702,0.5734,41.99010184845933,2.081576347351074,44.35000000000002,33.842857197800114,102.37794038344038,3021.0
70,Bannock,16005001603,0.516,0.4336,0.921,0.2867,0.3799,26.36519466185105,2.081576347351074,32.410000000000025,30.231581563985003,102.20674622392488,2084.0
71,Bannock,16005001700,0.003,0.0143,0.075,0.0645,0.0215,78.6767091624964,0.0,33.59000000000003,28.976329441630742,102.85389074052782,2712.0
72,Bannock,16005001800,0.408,0.7992,0.655,0.0501,0.2473,81.54679559034437,2.081576347351074,44.35000000000002,26.55528794451601,0.0,249.0
73,Bannock,16005001900,0.401,0.405,0.609,0.6738,0.0394,76.69463987533437,0.0,45.99000000000001,33.102496975227844,113.96884982447799,4015.0
74,Bear Lake,16007950100,0.598,0.6093,0.566,0.8422,0.215,55.981382087484455,0.0,49.81,36.12684034437716,72.40869016822533,3174.0
75,Bear Lake,16007950200,0.175,0.1971,0.354,0.5806,0.0107,78.29254261699397,0.0,45.71000000000004,29.73121249370729,76.48205990844444,2354.0
76,Benewah,16009950100,0.62,0.8315,0.673,0.6415,0.1612,97.4509500262991,0.0,34.25000000000006,27.117952527221284,347.1002910411881,4113.0
77,Benewah,16009950200,0.817,0.681,0.842,0.7777,0.5555,90.89551488164956,0.0,42.63000000000005,31.2699177280393,0.0,3826.0
78,Bingham,16011950100,0.645,0.4265,0.727,0.5949,0.62,90.3753725882476,0.0,46.77000000000004,35.383636665098386,144.46528338490754,6337.0
79,Bingham,16011950200,0.505,0.362,0.387,0.5663,0.663,85.89127684307421,0.0,44.97000000000003,31.62422700676246,132.89876887853677,3014.0
80,Bingham,16011950300,0.827,0.6379,0.813,0.4659,0.9534,33.30374525592204,0.0,53.690000000000055,40.01029109726008,136.7759911157805,4636.0
81,Bingham,16011950400,0.673,0.767,0.261,0.7706,0.6559,91.26879081646864,0.0,42.370000000000005,33.636744020867134,120.9877302985941,5393.0
82,Bingham,16011950500,0.967,0.9103,0.896,0.9713,0.767,82.75789415353864,0.0,39.01000000000005,31.947929361033037,121.78539265799404,5985.0
83,Bingham,16011950600,0.548,0.3655,0.584,0.3727,0.7741,85.1905961436343,0.0,44.170000000000016,34.32500026561752,124.85025069382563,4264.0
84,Bingham,16011950700,0.53,0.2007,0.605,0.4408,0.8172,90.52734765613894,0.0,49.03000000000003,34.6110626253071,142.14120908963588,3756.0
85,Bingham,16011950800,0.974,0.939,0.931,0.9605,0.7956,56.6667253352674,0.0,45.370000000000005,35.69184703920607,0.0,2288.0
86,Blaine,16013960100,0.272,0.5304,0.114,0.0358,0.7491,22.577855223708035,0.0,52.89000000000004,39.60180572085435,178.23622306957932,3825.0
87,Blaine,16013960200,0.311,0.4982,0.107,0.1362,0.7885,64.62062897272313,0.0,48.97000000000003,29.86763652745854,182.85965518404848,7559.0
88,Blaine,16013960300,0.161,0.2831,0.136,0.0179,0.6451,53.33812232333069,0.0,45.01000000000005,25.38537277725596,201.86136647403092,2777.0
89,Blaine,16013960500,0.419,0.5555,0.43,0.0286,0.7634,67.17086601544274,0.0,40.670000000000016,27.5790699694218,209.27213096573325,2172.0
90,Boise,16015950200,0.555,0.577,0.659,0.4444,0.4372,66.29155114884287,0.0,49.21000000000004,31.252401786538123,392.17027057614456,5754.0
91,Bonner,16017950100,0.422,0.4229,0.763,0.5268,0.0824,83.71751743049997,0.0,30.730000000000015,23.68153447377888,342.8092539627591,1830.0
92,Bonner,16017950200,0.25,0.5161,0.526,0.2903,0.0501,92.51064808730602,0.0,34.81,26.8828052282148,302.90600227933123,6583.0
93,Bonner,16017950300,0.709,0.7777,0.688,0.6379,0.4659,30.319020121831763,0.0,32.110000000000014,28.586247242909447,305.78041848327666,2705.0
94,Bonner,16017950400,0.487,0.7455,0.405,0.7383,0.0609,95.42499164265078,0.0,35.75000000000006,25.77478381719405,303.19769191227186,5332.0
95,Bonner,16017950500,0.824,0.7491,0.974,0.7634,0.3763,93.35686727231536,0.0,34.950000000000045,28.628074151002707,330.6032226537447,2578.0
96,Bonner,16017950600,0.344,0.3548,0.637,0.4086,0.1935,92.38167226435591,0.0,32.670000000000016,25.55577628904675,320.21174405026227,1504.0
97,Bonner,16017950700,0.724,0.4802,0.939,0.896,0.2867,93.55714888517284,0.0,36.03000000000003,29.270992729352425,325.2335768033162,3463.0
98,Bonner,16017950800,0.258,0.2903,0.827,0.215,0.0573,87.4096211901345,0.0,35.75000000000006,27.58206623961635,307.1057749648155,4491.0
99,Bonner,16017950900,0.182,0.1541,0.555,0.4372,0.0143,68.30708051195188,0.0,32.99000000000001,25.48404859930381,303.12700607396073,3269.0
100,Bonneville,16019970100,0.121,0.172,0.254,0.4265,0.0179,85.04315896837501,0.0,48.610000000000014,30.37805049795036,123.18908310055606,868.0
101,Bonneville,16019970200,0.01,0.0107,0.007,0.0788,0.2831,46.03669169519953,0.0,49.870000000000005,37.77270921433334,0.0,2653.0
102,Bonneville,16019970300,0.118,0.1182,0.258,0.2222,0.2401,94.43627890491332,0.0,42.49000000000001,38.656394801339296,131.69699409378956,4276.0
103,Bonneville,16019970401,0.236,0.2186,0.308,0.3942,0.405,81.19108135549651,0.0,44.610000000000014,39.94283192957217,124.236784436354,1581.0
104,Bonneville,16019970402,0.129,0.1111,0.207,0.4731,0.0931,92.29802169532812,0.0,43.05000000000001,39.3970912150458,121.34113825838578,2436.0
105,Bonneville,16019970403,0.602,0.4946,0.512,0.4193,0.8243,74.7835897858796,0.0,42.57000000000005,40.89536213598862,121.91896685108918,7036.0
106,Bonneville,16019970501,0.433,0.5483,0.437,0.6308,0.2258,86.19692012946919,0.0,45.35000000000002,35.31578054574642,114.93655747921444,5213.0
107,Bonneville,16019970502,0.1,0.1326,0.272,0.2043,0.1541,75.71973225632695,2.1250391006469727,44.63000000000005,31.91798236550249,114.85044896602624,3475.0
108,Bonneville,16019970503,0.111,0.0179,0.032,0.62,0.1254,85.06519687396978,0.0,42.690000000000055,32.16752733321707,120.33673624258049,3179.0
109,Bonneville,16019970601,0.168,0.0537,0.172,0.4587,0.4193,67.63709362195404,2.1250391006469727,44.670000000000016,42.243486437401145,123.76805371046069,1928.0
110,Bonneville,16019970602,0.587,0.4301,0.544,0.7132,0.5376,49.7742659210483,2.1250391006469727,42.97000000000003,42.43397875816996,120.22609817163922,3762.0
111,Bonneville,16019970603,0.086,0.1612,0.01,0.1075,0.4587,45.32519299152513,2.1250391006469727,44.63000000000005,43.35416572557877,115.76313440022643,1426.0
112,Bonneville,16019970700,0.978,0.9677,0.964,0.982,0.7383,41.9210709563698,2.1250391006469727,44.670000000000016,43.10696256684496,124.72723969928892,3813.0
113,Bonneville,16019970800,0.616,0.6236,0.39,0.939,0.3512,78.01370916736437,2.1250391006469727,43.21000000000004,42.58304090801612,127.65394290844884,2560.0
114,Bonneville,16019970900,0.046,0.0035,0.035,0.2544,0.3297,66.93626010019739,2.1250391006469727,43.35000000000002,41.99416154709122,132.66280536780604,3123.0
115,Bonneville,16019971000,0.476,0.5949,0.118,0.7455,0.4838,56.96826638080348,2.1250391006469727,43.21000000000004,39.80025849489265,135.14983640509374,3168.0
116,Bonneville,16019971100,0.741,0.7562,0.677,0.5663,0.6523,63.22164502164496,2.1250391006469727,43.21000000000004,42.553144933387216,134.21046864874765,2418.0
117,Bonneville,16019971200,0.971,0.9283,0.906,0.8028,0.9354,48.09279807220063,2.1250391006469727,43.49000000000001,41.58001197213756,133.68227704919562,3161.0
118,Bonneville,16019971301,0.268,0.2724,0.15,0.3691,0.6308,70.86257328166442,2.1250391006469727,43.49000000000001,37.83102764081176,134.5496378369413,4622.0
119,Bonneville,16019971302,0.275,0.4121,0.082,0.3225,0.62,83.1159031227438,2.1250391006469727,42.59000000000003,34.277912444006795,135.00623464584348,3567.0
120,Bonneville,16019971400,0.146,0.4695,0.06,0.1612,0.3154,82.86916280594474,2.1250391006469727,45.79000000000002,32.574498212309145,137.09627834191625,5956.0
121,Bonneville,16019971500,0.243,0.2365,0.103,0.129,0.8637,42.33945229257871,0.0,51.150000000000034,39.59094043743293,138.2300921871696,1217.0
122,Boundary,16021970100,0.541,0.5017,0.58,0.7634,0.2365,94.14903319250232,0.0,40.57000000000005,29.964389615021837,310.0224110643934,4361.0
123,Boundary,16021970200,0.684,0.724,0.777,0.7562,0.2114,94.69175527511264,0.0,39.27000000000004,25.639819420900203,308.9684574104348,4113.0
124,Butte,16023970100,0.806,0.8064,0.792,0.5985,0.6057,12.813550127542268,0.0,51.170000000000016,36.22449426737234,172.85191685938304,2537.0
125,Camas,16025970100,0.082,0.301,0.154,0.0931,0.1792,67.02339586509247,0.0,50.59000000000003,32.431348682370206,170.48113898744225,850.0
126,Canyon,16027020100,0.921,0.8996,0.759,0.8494,0.7419,15.107058751966074,1.5357589721679688,40.39000000000004,39.425970397221015,193.64181283116346,618.0
127,Canyon,16027020200,0.996,0.9641,0.928,0.9856,0.9964,58.38148661337197,1.5357589721679688,40.49000000000001,36.80299527983815,193.6418128311635,2432.0
128,Canyon,16027020300,0.956,0.7921,0.935,0.8853,0.896,62.99362167698676,1.5357589721679688,40.09000000000003,35.712991689750694,193.6418128311635,2512.0
129,Canyon,16027020400,0.913,0.6487,0.767,0.9318,0.8673,59.85664355821045,1.5357589721679688,35.73000000000002,34.72549121574142,0.0,3341.0
130,Canyon,16027020500,0.86,0.8387,0.741,0.6021,0.7849,67.7400374131072,1.5357589721679688,35.370000000000005,34.86399862542956,0.0,7493.0
131,Canyon,16027020600,0.77,0.6308,0.336,0.9641,0.8064,69.6514250956349,1.5357589721679688,40.39000000000004,35.58941982035051,0.0,7241.0
132,Canyon,16027020700,0.695,0.6057,0.645,0.405,0.8458,60.60652342860908,1.5357589721679688,40.55000000000001,34.55896673384815,208.27852321627563,7505.0
133,Canyon,16027020900,0.34,0.3405,0.182,0.3655,0.6917,61.84499586984136,1.5357589721679688,38.73000000000002,33.151171700914304,0.0,16193.0
134,Canyon,16027021000,0.853,0.8709,0.347,0.8817,0.8422,64.0992692983225,1.5357589721679688,40.55000000000001,34.37349140399851,0.0,12628.0
135,Canyon,16027021100,0.394,0.8028,0.197,0.2007,0.5125,80.6302915651001,1.6459598541259766,40.03000000000003,31.364972402290885,218.05508758254322,9730.0
136,Canyon,16027021200,0.899,0.6917,0.573,0.9426,0.9677,49.71975648301952,1.6459598541259766,36.21000000000004,33.52146466037413,221.45084642854454,4293.0
137,Canyon,16027021300,0.992,1.0,0.989,0.8637,1.0,33.39653817307863,1.6459598541259766,35.09000000000003,34.17937792346514,221.19646315126025,2117.0
138,Canyon,16027021500,0.939,0.9569,0.77,0.7204,0.9103,56.5885271488367,1.6459598541259766,35.01000000000005,34.00332213987964,220.2323286767383,3095.0
139,Canyon,16027021600,0.849,0.7168,0.333,0.9892,0.8924,50.08853544744552,1.6459598541259766,39.610000000000014,33.61132384631026,219.8863735057668,2410.0
140,Canyon,16027021700,0.878,0.8888,0.534,0.724,0.8602,59.21751485102183,1.6459598541259766,41.110000000000014,36.838019878296095,223.9110309629218,6232.0
141,Canyon,16027021800,0.322,0.0931,0.401,0.3261,0.7204,67.22350091561196,1.6459598541259766,40.33000000000004,32.84385460941537,223.8149828703649,3420.0
142,Canyon,16027021901,0.72,0.3978,0.569,0.9211,0.7132,77.90165178030796,0.0,35.450000000000045,33.01760961989978,220.61043024010073,3007.0
143,Canyon,16027021902,0.716,0.6523,0.698,0.3333,0.9175,58.66289120170012,1.6459598541259766,52.01000000000005,36.71242592616332,0.0,7781.0
144,Canyon,16027022100,0.917,0.663,0.853,0.9068,0.8028,81.48453086599704,0.0,48.01000000000005,31.55081992750377,218.73114175555622,2847.0
145,Canyon,16027022200,0.896,0.5663,0.903,0.6559,0.9892,80.09758771093382,0.0,41.610000000000014,32.28230219901222,215.78085164637136,2790.0
146,Canyon,16027022300,0.491,0.4659,0.232,0.3297,0.9247,66.04317196448042,0.0,43.110000000000014,32.77071583794481,220.5325256833263,3737.0
147,Canyon,16027022400,0.2,0.1505,0.225,0.1397,0.6702,76.5851165816842,0.0,38.25000000000006,32.30253355281588,237.30141017132235,2680.0
148,Caribou,16029960100,0.551,0.7096,0.419,0.6236,0.362,81.5872132641252,0.0,44.190000000000055,31.531986418273867,99.68492445365132,3597.0
149,Caribou,16029960200,0.336,0.4802,0.222,0.7096,0.1648,92.23216777309898,0.0,43.05000000000001,27.47284753225091,94.75170119094238,2614.0
150,Cassia,16031950100,0.462,0.3512,0.412,0.344,0.7992,35.530326631206854,0.0,58.31,35.00733523167678,122.46230719128442,2400.0
151,Cassia,16031950200,0.562,0.3082,0.745,0.3082,0.7777,87.82637561305714,0.0,45.21000000000004,31.29043787474377,150.64365065041366,2661.0
152,Cassia,16031950300,0.727,0.7383,0.286,0.7921,0.7921,92.68491495840996,2.4528741836547834,37.450000000000045,28.28369659254279,153.7079839154003,3964.0
153,Cassia,16031950400,1.0,0.9928,0.982,1.0,0.939,49.15056153490087,2.4528741836547834,34.79000000000002,32.82524776698139,176.91622179551524,3554.0
154,Cassia,16031950500,0.559,0.5698,0.132,0.706,0.7275,82.38599781750428,2.4528741836547834,37.450000000000045,30.04496239525713,157.64334610191415,4204.0
155,Cassia,16031950600,0.566,0.5125,0.422,0.3405,0.8817,49.67501848531094,0.0,56.77000000000004,33.08932407354843,134.53437167331893,1989.0
156,Clark,16033950100,0.96,0.7132,0.971,0.8315,0.9928,31.54926362202371,0.0,55.690000000000055,36.486721974611854,182.45001267350372,864.0
157,Clearwater,16035970100,0.44,0.2043,0.953,0.6129,0.0788,97.83978308751392,0.0,39.57000000000005,23.12512826010489,403.68230329416593,2623.0
158,Clearwater,16035970200,0.885,0.8207,0.87,0.8064,0.5197,79.69422652849877,0.0,39.870000000000005,30.986256344462216,0.0,5235.0
159,Custer,16037990200,0.569,0.5555,0.82,0.3835,0.4014,24.41483606310845,0.0,47.51000000000005,30.48820667844736,0.0,3748.0
160,Elmore,16039980100,0.953,0.896,0.956,0.6451,0.9749,48.14110361474348,0.0,54.03000000000003,37.030768806689245,0.0,2592.0
161,Elmore,16039980200,0.383,0.1756,0.501,0.3046,0.6989,8.863017699925564,0.746525764465332,51.23000000000002,44.70177513505872,0.0,8283.0
162,Elmore,16039980300,0.892,0.8566,0.594,0.7311,0.853,5.955230223986222,0.746525764465332,54.39000000000004,49.72437413698305,0.0,3536.0
163,Elmore,16039980400,0.888,0.9032,0.648,0.5412,0.9318,18.329303008590585,0.746525764465332,52.79000000000002,42.45798050655604,0.0,7635.0
164,Elmore,16039980500,0.265,0.3333,0.505,0.0322,0.534,7.322390543082034,0.0,48.01000000000005,42.72709509347742,0.0,3007.0
165,Franklin,16041970100,0.523,0.3799,0.691,0.5734,0.3978,86.25404284085725,0.0,45.83000000000004,36.64070004957149,85.04904771347353,4673.0
166,Franklin,16041970200,0.333,0.2508,0.559,0.2365,0.5161,86.79166679821698,0.0,46.25000000000006,33.34608907453248,79.84952899532496,5262.0
167,Fremont,16043970100,0.057,0.1433,0.311,0.1756,0.0286,66.59955908071979,0.0,52.950000000000045,32.47971340034925,165.22272323146487,1159.0
168,Fremont,16043970200,0.831,0.6559,0.817,0.5483,0.853,95.44878500348436,0.0,46.110000000000014,32.452036791028775,151.9887265841737,2827.0
169,Fremont,16043970300,0.792,0.8781,0.666,0.5197,0.7168,88.1003846047377,0.0,48.39000000000004,38.112664115686144,165.31530602653524,6163.0
170,Gem,16045960100,0.254,0.1182,0.498,0.3763,0.3906,34.7833383294257,0.0,53.31,40.02151316382275,277.86898480858645,3418.0
171,Gem,16045960200,0.749,0.5913,0.508,0.8888,0.681,45.0868818532927,0.0,51.650000000000034,36.69191816930228,252.08283932728543,4374.0
172,Gem,16045960300,0.813,0.7956,0.623,0.8207,0.6093,66.34496580400074,0.0,48.27000000000004,34.66072284790986,268.92920742245025,5405.0
173,Gooding,16047960100,0.942,0.8853,0.774,0.9283,0.8207,23.040879788888414,0.0,55.05000000000001,42.46596185063469,162.91337278428458,5978.0
174,Gooding,16047960200,0.759,0.6881,0.426,0.6594,0.9426,66.91520277387689,0.0,50.910000000000025,37.41942935117572,160.8643427294994,6341.0
175,Idaho,16049960100,0.322,0.3906,0.806,0.258,0.086,85.79164668204643,0.0,46.85000000000002,25.36192084720996,389.15149611929775,1711.0
176,Idaho,16049960200,0.731,0.8745,0.799,0.8279,0.1111,83.58654824593027,0.0,47.25000000000006,28.426808499645198,437.0495736531361,5253.0
177,Idaho,16049960300,0.483,0.6129,0.795,0.2616,0.2759,63.78988473745672,0.0,44.51000000000005,32.19099189479459,390.40764254088924,1771.0
