,COUNTY,FIPS,Minority Status and Language,Overall Vulnerability,Housing Type and Transportation,Household Composition and Disability ,Socioencomic Status,Greenness,Heat_Island,LST-Max,LST-Mean,Smoke,Popultatuion,PM-2-5
247,Canyon,16027021003,0.8637,0.1297,0.0308,0.3099,0.233,81.04626131325384,,32.83000000000004,32.435644029698274,0.0,1775.0,3119.5427814425047
248,Canyon,16027021004,0.9934,0.7604,0.2505,0.756,0.956,85.23239789223092,,34.150000000000034,33.1864925524028,0.0,2958.0,3169.872443149532
249,Canyon,16027021005,0.9099,0.8571,0.4901,0.9363,0.8374,69.89764809709311,,34.150000000000034,32.63070058231395,0.0,2566.0,3139.3422914859257
250,Canyon,16027021006,0.8923,0.978,0.9538,0.967,0.8418,48.23403179289508,,34.79000000000002,34.43018301362431,0.0,2266.0,3220.4283287658745
251,Canyon,16027021007,0.8923,0.789,0.3714,0.789,0.9077,78.85503080381373,,34.370000000000005,33.09571027560397,0.0,1432.0,3148.8089756677655
252,Canyon,16027021008,0.9121,0.7385,0.6791,0.5121,0.7516,61.5452022115322,,34.97000000000003,32.761728038109254,0.0,1630.0,3167.3630848809744
253,Canyon,16027021101,0.9275,0.3033,0.0681,0.3846,0.5099,76.79678766655165,,34.51000000000005,31.84564656743196,0.0,2418.0,3354.6902697224577
254,Canyon,16027021102,0.1648,0.0176,0.0,0.0484,0.2022,67.88393559149284,,34.97000000000003,32.56225804262252,0.0,1609.0,3354.890369410886
255,Canyon,16027021103,0.8593,0.2703,0.2945,0.2681,0.2286,73.57443257836972,,35.07000000000005,33.292195553589195,0.0,1872.0,3301.7517646247866
256,Canyon,16027021104,0.7187,0.7978,0.6022,0.6857,0.8484,67.4028157140065,,35.07000000000005,33.025614650686066,0.0,1624.0,3474.9629029297603
257,Canyon,16027021105,0.0901,0.0571,0.1385,0.0659,0.1802,80.16763279574724,,34.29000000000002,30.859543891275568,0.0,2194.0,3358.6284383346556
258,Canyon,16027021201,0.9846,0.7692,0.3626,0.6418,0.9275,51.12830879633555,,35.190000000000055,33.973145473929065,0.0,1876.0,3169.8321067637407
259,Canyon,16027021202,0.9407,0.8879,0.5846,0.611,0.9846,67.95792593889612,,34.370000000000005,32.45161107219629,0.0,2433.0,3235.9345585839437
260,Canyon,16027021300,0.9978,0.9978,0.9956,0.8769,0.9956,40.06864541492271,,35.190000000000055,34.60876416846737,1201.4412848841293,2105.0,3232.5042113846807
261,Canyon,16027021500,0.8835,0.9626,0.9626,0.7165,0.9253,61.38532299032051,,35.170000000000016,34.030105863192205,1186.9442843557129,3086.0,3245.327164923245
262,Canyon,16027021600,0.9626,0.9692,0.9209,0.9275,0.8813,60.43377645823921,,34.690000000000055,32.973316158119346,1177.053712963726,2418.0,3227.1208902536378
263,Canyon,16027021701,0.9473,0.6022,0.3429,0.7473,0.5451,80.26270398147237,,34.690000000000055,33.37643654271901,0.0,2559.0,3186.498513822142
264,Canyon,16027021702,0.9758,0.9846,0.8945,0.9077,0.9802,63.122788993157776,,35.21000000000004,34.670455501827185,0.0,3677.0,3236.9743004800957
265,Canyon,16027021801,0.8681,0.6791,0.3846,0.7868,0.6901,82.32785069147933,,34.07000000000005,30.653527157857862,0.0,2273.0,3316.352846699537
266,Canyon,16027021802,0.5341,0.3758,0.3407,0.6242,0.2725,43.80322848589397,,33.85000000000002,29.6560588212328,0.0,1146.0,3326.966028837901
267,Canyon,16027021901,0.6879,0.6396,0.567,0.7912,0.4813,74.68513773119578,,34.150000000000034,32.46554410899667,1198.3876660628548,3006.0,3448.209099782913
268,Canyon,16027021904,0.9538,0.9802,0.7802,0.9429,0.9868,77.51674529061245,,41.73000000000002,32.43355024345684,1192.0453406707609,2363.0,3086.6610645445407
269,Canyon,16027021905,0.1868,0.2901,0.3473,0.2,0.4703,76.37558014607204,,37.83000000000004,31.87755592719001,0.0,1951.0,3218.0567127369964
270,Canyon,16027021906,0.5165,0.2791,0.3495,0.3297,0.2418,51.55406168167188,,42.57000000000005,36.11672997188202,0.0,2282.0,3074.0188474921374
271,Canyon,16027021907,0.1033,0.1077,0.0,0.3143,0.4505,78.13011330256444,,34.150000000000034,32.8228522010088,0.0,1191.0,3403.3854433918314
272,Canyon,16027022100,0.7846,0.9275,0.789,0.8681,0.8901,86.16075987009901,,36.81,31.49769120393072,1206.3327040370245,2847.0,3140.2498111746354
273,Canyon,16027022200,0.9363,0.7912,0.6374,0.8923,0.5824,87.65268589191561,,33.49000000000001,30.824537882419687,1194.780483578725,2795.0,3217.1120775878812
274,Canyon,16027022301,0.5582,0.5626,0.422,0.4901,0.6989,73.4706839113326,,36.410000000000025,30.98674104163432,0.0,1731.0,2664.5431282118625
275,Canyon,16027022302,0.044,0.3319,0.3121,0.0044,0.9429,86.02626388049624,,33.07000000000005,31.157696828337897,0.0,802.0,3278.6590491719894
276,Canyon,16027022303,0.6396,0.444,0.367,0.1451,0.7231,76.09077001346714,,34.170000000000016,30.017237661107504,0.0,1204.0,3059.728559934273
277,Canyon,16027022400,0.567,0.3846,0.3319,0.433,0.411,84.01588073154115,,34.170000000000016,29.96599384567242,1121.483278547844,2683.0,3171.139453884425
278,Caribou,16029960100,0.3231,0.5385,0.8374,0.378,0.4022,80.61237209200813,,44.59000000000003,32.49321435981945,576.2931604865946,3587.0,1510.1851011854676
279,Caribou,16029960200,0.1187,0.6044,0.6813,0.5956,0.6088,89.40917303505613,,43.85000000000002,29.17941528541928,563.4693887549092,2626.0,1456.843884856222
280,Cassia,16031950100,0.567,0.3626,0.2703,0.7582,0.244,34.96685207500018,,55.83000000000004,35.697757905037605,945.7033079058126,2403.0,1714.4291976276327
281,Cassia,16031950200,0.5516,0.4264,0.4659,0.8242,0.167,90.8339110752568,,38.09000000000003,26.231756659759128,1113.3022907782422,2665.0,2490.8355935899262
282,Cassia,16031950300,0.7604,0.622,0.4374,0.7099,0.6308,93.60388804758551,,33.33000000000004,26.15340401713073,1143.6907090112204,3945.0,2852.0028150887806
283,Cassia,16031950400,0.9868,0.9956,0.9692,0.9802,0.9824,57.53164396095974,,35.110000000000014,29.880343128138367,1181.2188419299835,3557.0,3130.707956089902
284,Cassia,16031950500,0.956,0.7538,0.8154,0.6352,0.5165,83.76194576157559,,34.29000000000002,26.04579938166436,1102.7584916358353,4213.0,2849.769530471929
285,Cassia,16031950600,0.8396,0.9165,0.767,0.9626,0.767,53.201838110522246,,47.31,32.416812147719895,1034.9778647481442,1990.0,1776.9859210336201
286,Clark,16033950100,0.9714,0.8154,0.5319,0.589,0.9143,46.82851090917931,,46.450000000000045,33.43329622139663,676.6759830725516,864.0,1519.6771702210845
287,Clearwater,16035940001,0.4264,0.6703,0.7692,0.4527,0.6484,81.9921404284913,,34.01000000000005,27.35178508633276,0.0,1587.0,2097.323120774942
288,Clearwater,16035940002,0.3846,0.8747,0.9099,0.7363,0.8505,84.76944891786762,,31.090000000000032,27.75286876217437,0.0,3672.0,2234.8709121463244
289,Clearwater,16035970100,0.0484,0.611,0.6176,0.6659,0.6681,96.238008510295,,33.71000000000004,19.92396563195755,1215.8114877842447,2598.0,1753.8248464800586
290,Custer,16037960200,0.4813,0.7187,0.8176,0.4462,0.6879,33.61850090312021,,41.950000000000045,27.97306184462224,786.8735312328197,3740.0,1555.5510216234695
291,Elmore,16039960100,0.8066,0.9648,0.9077,0.9099,0.9055,34.21690374470213,,53.25000000000006,31.114380996465417,1039.888463795584,2590.0,1957.7635055411286
292,Elmore,16039960201,0.644,0.5165,0.2527,0.8066,0.589,7.987017685910132,,54.370000000000005,36.63611016688792,0.0,4147.0,2224.05185688857
293,Elmore,16039960202,0.6132,0.8791,0.433,0.9473,0.9692,34.87775851088076,,36.950000000000045,36.22982584390455,0.0,4040.0,3289.946465927216
294,Elmore,16039960300,0.8154,0.9099,0.9341,0.6615,0.8154,4.277554693996757,,54.190000000000055,40.050979275284845,1055.3461651818,3642.0,2443.0493561775447
295,Elmore,16039960401,0.8989,0.7121,0.4066,0.6593,0.7868,17.604816907022958,,52.93000000000001,37.06767003047263,0.0,4467.0,2538.62362360541
296,Elmore,16039960402,0.9033,0.7714,0.6549,0.2879,0.9231,38.69571668529856,,37.09000000000003,35.57521607399139,0.0,3157.0,3322.1834189898445
297,Elmore,16039960500,0.9231,0.3978,0.2637,0.2945,0.5077,5.144264406900493,,39.410000000000025,37.271298207007305,1078.9682746703277,3010.0,3119.4235856155265
298,Franklin,16041970100,0.1385,0.5319,0.8835,0.4088,0.3516,79.87522571971849,,43.03000000000003,34.60921062327498,555.7212571327423,4658.0,1663.7445825242798
299,Franklin,16041970200,0.4264,0.2549,0.1077,0.6,0.3143,79.68361593388289,,42.79000000000002,31.4483987981785,546.0931924551883,5274.0,1735.108788380104
300,Fremont,16043970100,0.0132,0.1033,0.2879,0.2571,0.0593,86.15827257076756,,46.110000000000014,28.36387935240792,631.3171836568965,1160.0,1478.952382397416
301,Fremont,16043970200,0.5165,0.8571,0.7912,0.8198,0.8066,93.07969468061292,,39.03000000000003,29.32376677606285,592.5687172502221,2832.0,1696.635425321735
302,Fremont,16043970301,0.5275,0.9341,0.9187,0.8022,0.9121,93.49026753085994,,41.870000000000005,32.07520373277893,0.0,3584.0,2364.4973217419342
303,Fremont,16043970302,0.5758,0.6659,0.6396,0.6769,0.5912,86.97262228974142,,39.03000000000003,30.58127045932628,0.0,2587.0,2226.1102414494576
304,Gem,16045960100,0.1033,0.3209,0.5692,0.4022,0.2088,43.88113279998132,,45.150000000000034,34.95391935653999,1110.3891703034724,3428.0,2414.1044077187194
305,Gem,16045960200,0.4769,0.9363,0.9407,0.9604,0.7648,48.727648486412086,,41.77000000000004,33.89276105754661,1162.3968626764727,4351.0,3034.21082421767
306,Gem,16045960301,0.589,0.8835,0.6527,0.9341,0.8659,78.44091393551831,,39.31,33.99866285739502,0.0,2957.0,3405.4317860182628
307,Gem,16045960302,0.4769,0.9758,0.9846,0.9912,0.8022,76.01040255279342,,34.85000000000002,33.50238941337477,0.0,2451.0,3529.0839073105294
308,Gooding,16047960101,0.6791,0.9714,0.9604,0.8,0.967,69.48581803419385,,31.79000000000002,29.516645378541597,0.0,3048.0,2719.543305331762
309,Gooding,16047960102,0.5824,0.5692,0.3341,0.9407,0.4286,19.91532603432721,,50.610000000000014,34.05630677432247,0.0,2932.0,2074.6682169365213
310,Gooding,16047960201,0.9648,0.9912,0.956,0.9824,0.8945,51.16638864619334,,38.75000000000006,31.861302466645483,0.0,3758.0,2345.5006997209284
311,Gooding,16047960202,0.9824,0.4923,0.2747,0.6637,0.4593,75.2370749927604,,39.29000000000002,28.440616645991337,0.0,2574.0,2337.7424667085584
312,Idaho,16049940000,0.4484,0.7626,0.7011,0.8396,0.6813,85.27670827027066,,36.47000000000003,31.68349261537956,1237.44334464119,3483.0,1956.6257528497636
313,Idaho,16049960100,0.1407,0.6198,0.5407,0.8505,0.5978,86.28176800905874,,39.150000000000034,19.950013074824103,1263.3779806036225,1709.0,1643.0069772577497
314,Idaho,16049960201,0.2813,0.3363,0.1429,0.4044,0.622,82.40010394795954,,43.27000000000004,28.652092425350176,0.0,1444.0,1789.7192383535246
315,Idaho,16049960202,0.1978,0.8462,0.8967,0.9231,0.6769,97.72396418579405,,37.43000000000001,25.13078708185541,0.0,3806.0,1747.921574613777
316,Idaho,16049960300,0.2835,0.6527,0.7099,0.4703,0.7143,67.52589948800247,,43.13000000000005,31.3798250073198,1285.7932452230036,1772.0,1803.906373343033
317,Idaho,16049960400,0.0396,0.7495,0.9648,0.6549,0.5846,79.25173151713888,,41.53000000000003,22.36813067386508,1183.9672719206424,1123.0,1741.700873651575
318,Jefferson,16051960100,0.7319,0.811,0.578,0.9165,0.7473,32.706920948439695,,50.950000000000045,40.45416192322197,767.1959509257337,2517.0,1830.9415172320505
319,Jefferson,16051960200,0.4549,0.4813,0.4154,0.7033,0.4198,90.87504437469096,,47.43000000000001,31.524235259351588,737.3691146698422,2651.0,2369.003563679061
320,Jefferson,16051960301,0.2637,0.1385,0.0571,0.3758,0.2747,91.54513425206406,,33.690000000000055,30.9189713878425,0.0,1543.0,2529.474453902315
321,Jefferson,16051960302,0.6352,0.6242,0.6352,0.5582,0.567,78.2951377423783,,31.670000000000016,29.645444975380272,0.0,2944.0,2489.555351966299
322,Jefferson,16051960401,0.4681,0.2989,0.4549,0.1582,0.3165,89.83452313786788,,32.25000000000006,30.0029526496902,0.0,3200.0,2552.3281072023856
323,Jefferson,16051960402,0.0725,0.1912,0.4132,0.4901,0.0615,91.98491150214184,,33.77000000000004,28.0019893964209,0.0,3682.0,2330.5030140180584
324,Jerome,16053970100,0.9451,0.8967,0.5626,0.8044,0.9582,38.85338577751114,,54.05000000000001,36.7705309830352,978.5737951612142,2174.0,2139.6838390949165
325,Jerome,16053970200,0.9912,0.8923,0.7604,0.4769,0.9516,73.71449989615664,,49.73000000000002,28.127352684408255,998.7221188207211,3049.0,2361.1038542109636
326,Jerome,16053970300,0.8967,0.8681,0.7495,0.8088,0.7758,87.53818342549893,,39.870000000000005,27.965580125216512,1004.3766840762728,3568.0,2821.462756763054
327,Jerome,16053970400,0.9802,0.9868,0.6725,0.9736,1.0,51.05407322158909,,39.39000000000004,31.95244813767092,992.0085912951909,2270.0,2782.068873706358
328,Jerome,16053970501,0.8,0.433,0.0989,0.8593,0.4615,72.38292228696886,,39.07000000000005,28.62044610471304,0.0,3134.0,2646.9906622683893
329,Jerome,16053970502,0.8769,0.7429,0.4989,0.9692,0.5363,56.39227479553218,,50.57000000000005,30.028038779965783,0.0,1807.0,2219.700351828702
330,Kootenai,16055000101,0.4044,0.189,0.3209,0.222,0.1692,85.08322422406091,,34.910000000000025,27.82806471267315,0.0,1631.0,2834.6866275628486
331,Kootenai,16055000102,0.4813,0.5802,0.5143,0.7758,0.4857,90.38242019148784,,32.55000000000001,23.56869250567466,0.0,2556.0,2355.6103047449556
332,Kootenai,16055000201,0.1934,0.0879,0.2088,0.0791,0.1824,85.69932983638014,,33.89000000000004,28.68675125343851,0.0,1794.0,2966.5424248299987
333,Kootenai,16055000202,0.0484,0.2176,0.5495,0.1604,0.1736,96.10121747536712,,31.950000000000045,25.972358185589883,0.0,2115.0,2524.6250135495075
334,Kootenai,16055000203,0.1297,0.3714,0.2549,0.2747,0.7604,91.28339681248502,,34.910000000000025,22.611949115909525,0.0,1996.0,2324.851536533247
335,Kootenai,16055000301,0.1516,0.3275,0.5582,0.2374,0.3209,76.19987945654869,,35.55000000000001,26.72609306341186,1343.5912423813043,3639.0,2729.978870367795
336,Kootenai,16055000303,0.1516,0.2835,0.2791,0.444,0.3495,47.32989926763433,,35.59000000000003,32.391032662958224,0.0,2221.0,3108.871274370784
337,Kootenai,16055000304,0.5055,0.2879,0.1209,0.233,0.6505,93.5646497853086,,31.910000000000025,23.383204714050965,0.0,2044.0,2553.790758078876
338,Kootenai,16055000401,0.2923,0.9121,0.9516,0.7604,0.8747,72.1434624195898,,34.89000000000004,26.95555682191532,1452.4346212620267,3862.0,2725.984299685303
339,Kootenai,16055000402,0.5978,0.6132,0.6593,0.3209,0.7077,48.20323390232064,,34.63000000000005,33.19634485258581,1415.0311164082848,4859.0,3011.2949881861973
340,Kootenai,16055000501,0.1407,0.7165,0.6857,0.8462,0.6571,51.312489189948,,34.150000000000034,33.03662492172826,0.0,3793.0,2957.582568096688
341,Kootenai,16055000502,0.044,0.7231,0.7648,0.8857,0.6374,22.16939783429433,,35.49000000000001,34.42651590819821,0.0,2063.0,3003.2627141300245
342,Kootenai,16055000503,0.6308,0.5033,0.7956,0.1165,0.5011,66.80187969547194,,34.49000000000001,33.33782903213934,0.0,1872.0,2967.9986687913683
343,Kootenai,16055000601,0.178,0.4659,0.3824,0.5758,0.5648,53.6096621941468,,35.21000000000004,32.9060407276676,1454.3525142073631,2986.0,3000.7261710689554
344,Kootenai,16055000602,0.6154,0.8088,0.8264,0.6308,0.7363,37.14036376163308,,34.49000000000001,32.511763032127966,1453.4053433603335,4155.0,2995.576001673835
345,Kootenai,16055000701,0.8725,0.7341,0.9319,0.5165,0.4549,43.59632314850996,,34.35000000000002,33.298365256969454,0.0,2945.0,3182.977963637815
346,Kootenai,16055000702,0.0088,0.2088,0.1648,0.1714,0.5209,46.4833306674588,,37.33000000000004,35.06388169709879,0.0,2828.0,3108.228400696538
347,Kootenai,16055000703,0.6484,0.4549,0.3692,0.2857,0.633,60.06055113283245,,34.03000000000003,32.65457802957843,0.0,3463.0,3093.8973163801106
348,Kootenai,16055000704,0.5275,0.1473,0.1077,0.1341,0.3055,46.947182275100026,,35.99000000000001,34.91468596465106,0.0,2129.0,3005.84705588455
349,Kootenai,16055000800,0.2132,0.6066,0.5231,0.7275,0.6659,52.24442199693827,,34.71000000000004,31.735495582526827,1452.35966944254,2770.0,3044.391732550521
350,Kootenai,16055000901,0.2637,0.9055,1.0,0.4132,0.7978,15.061393711643944,,34.33000000000004,33.59460929678194,0.0,1840.0,3128.2570463862935
351,Kootenai,16055000902,0.4198,0.8044,0.8725,0.3604,0.8681,29.51538661612171,,33.39000000000004,32.26914459161151,0.0,1628.0,3132.2249304236725
352,Kootenai,16055001002,0.0769,0.222,0.2418,0.2813,0.3429,78.8275633242439,,34.55000000000001,30.70661543098256,1262.9903265982866,2721.0,3116.2478359025354
353,Kootenai,16055001003,0.0066,0.2,0.7363,0.0681,0.1099,65.69210254306165,,33.13000000000005,31.44074528353781,0.0,1543.0,3120.3459524855834
354,Kootenai,16055001004,0.0264,0.5275,0.6747,0.8813,0.2835,66.63441632980721,,36.81,34.22266382225087,0.0,2382.0,3043.228121060905
355,Kootenai,16055001100,0.2769,0.3297,0.233,0.4,0.4747,88.60846140153087,,34.35000000000002,31.51749200487952,1263.801808775022,1397.0,3130.3501852292347
356,Kootenai,16055001201,0.2725,0.4176,0.5033,0.1516,0.6264,71.00685772632583,,34.35000000000002,33.18470864032155,0.0,2139.0,3151.116981359844
357,Kootenai,16055001202,0.2264,0.6352,0.833,0.5363,0.5385,34.22051748797291,,34.35000000000002,34.12929340866294,0.0,2156.0,3149.141650889006
358,Kootenai,16055001300,0.1187,0.8132,0.7473,0.7363,0.9011,52.14531060578243,,33.49000000000001,32.45773157259856,1371.9041439464452,2508.0,3136.66172907751
359,Kootenai,16055001400,0.2066,0.5736,0.6901,0.1824,0.7912,29.05974885167507,,32.150000000000034,25.561487425628773,1377.9820307195184,1815.0,3630.0041211051484
360,Kootenai,16055001500,0.2264,0.4396,0.5736,0.2527,0.5604,79.09872080009401,,31.81,29.94096353394605,1377.9820307195184,2221.0,3171.2195366974315
361,Kootenai,16055001600,0.7033,0.5231,0.4791,0.5692,0.4725,54.91247773363478,,29.670000000000016,26.683881818661916,1377.9820307195184,1746.0,3524.6725947958303
362,Kootenai,16055001700,0.2066,0.2286,0.5385,0.1824,0.1407,91.01921525458,,33.49000000000001,23.7581232119871,1353.1993796041365,2825.0,2735.606000116645
363,Kootenai,16055001801,0.0681,0.1868,0.2176,0.5736,0.1516,78.58785663685576,,30.63000000000005,23.91428172649784,0.0,1740.0,2698.63674975291
364,Kootenai,16055001802,0.2571,0.1846,0.411,0.3538,0.0571,90.64938767586072,,33.910000000000025,22.17572761061532,0.0,3648.0,2512.019330736282
365,Kootenai,16055001901,0.0088,0.3253,0.3143,0.8637,0.1846,97.29973158345528,,32.57000000000005,20.656671066055804,0.0,1113.0,2112.7200093263937
366,Kootenai,16055001902,0.0637,0.0989,0.1912,0.244,0.1253,70.89914890509378,,34.51000000000005,23.143517047710404,0.0,638.0,2453.6699444391934
367,Kootenai,16055002000,0.1187,0.0725,0.167,0.1297,0.1385,84.77531969594901,,31.430000000000007,24.06826484371865,1407.97017749757,2195.0,2423.9992115000387
368,Kootenai,16055940000,0.8747,0.5187,0.3912,0.4198,0.5934,71.24135743119034,,35.170000000000016,28.319648505138492,1266.7730456769427,1516.0,2213.425876203616
369,Latah,16057005101,0.567,0.6593,0.9868,0.1934,0.4264,92.71574590426953,,31.930000000000007,30.580165046643625,0.0,2486.0,2632.072942186781
370,Latah,16057005102,0.6154,0.5187,0.8901,0.0,0.8308,92.56196489586988,,33.190000000000055,29.42483639841915,0.0,3701.0,2488.59796590089
371,Latah,16057005200,0.1648,0.3451,0.8132,0.1648,0.1934,90.9074707093036,,34.73000000000002,25.81166344376048,1348.1815517450052,4924.0,2200.642581580671
372,Latah,16057005301,0.3429,0.1187,0.2088,0.1934,0.1319,92.99015181133676,,31.49000000000001,29.571918739798463,0.0,1647.0,2188.9432525992306
373,Latah,16057005302,0.4549,0.4857,0.9385,0.0022,0.6396,68.4524417281723,,32.13000000000005,30.972856778797176,0.0,3638.0,2616.948552855561
374,Latah,16057005400,0.5055,0.4769,0.7626,0.0308,0.6593,96.75002790673344,,35.27000000000004,29.958238949906328,1398.9699107616068,5380.0,2460.500715996642
375,Latah,16057005500,0.5385,0.6835,0.6308,0.6242,0.6703,96.42345646244684,,35.97000000000003,24.758207075162296,1103.6769504956555,3057.0,2060.0327013388396
376,Latah,16057005600,0.0769,0.244,0.3033,0.4308,0.2352,96.03460025339706,,33.610000000000014,24.81377225735253,1221.0379763496394,2792.0,1880.3322297237414
377,Latah,16057005700,0.2374,0.4088,0.6242,0.5341,0.2396,91.1845421540128,,41.99000000000001,29.55903808608332,1311.50389287138,2394.0,1890.711591542065
378,Lemhi,16059970100,0.2967,0.6923,0.7912,0.3582,0.7736,68.48832839568686,,37.650000000000034,22.673782725891,802.9768927355858,2205.0,1606.2017268752397
379,Lemhi,16059970200,0.0198,0.8242,0.9495,0.8747,0.6418,67.83458984593213,,38.370000000000005,26.29192979381058,814.7587503289981,2578.0,1657.6837627196546
380,Lemhi,16059970300,0.2066,0.6,0.7407,0.7297,0.3934,45.9887655009186,,39.85000000000002,27.2239747792822,803.5713259825179,2035.0,1486.5552154995437
381,Lewis,16061940001,0.7626,0.9538,0.8593,0.8527,0.9495,88.65280371407816,,35.870000000000005,31.03439085144329,1294.2020445560024,1458.0,2136.3595156912206
382,Lewis,16061940002,0.4132,0.633,0.5868,0.8418,0.5033,90.66723326945278,,35.670000000000016,28.36588824182529,1384.8035364172679,1761.0,1861.3159619489832
383,Lewis,16061950300,0.0,0.422,0.1253,0.2901,0.9736,80.05827328825822,,40.05000000000001,27.77668966148901,1383.1566729102242,31.0,1718.126086467625
384,Lincoln,16063950100,0.9011,0.9407,0.822,0.9011,0.8527,12.442606653607651,,54.47000000000003,38.12801879951411,940.5099181355291,3549.0,1954.9970324267756
385,Madison,16065950101,0.0989,0.2527,0.2044,0.3011,0.4901,51.449901585262914,,48.49000000000001,37.18376302361682,0.0,1624.0,2150.460655668444
386,Madison,16065950102,0.3429,0.3934,0.5648,0.3934,0.2879,95.04627758196848,,32.190000000000055,29.265157881803773,0.0,1669.0,2348.0960942589218
387,Madison,16065950103,0.0,0.4352,0.4747,0.3912,0.6066,92.03167104520271,,33.03000000000003,29.23783056289552,0.0,772.0,2567.3593832964016
388,Madison,16065950200,0.3473,0.7868,0.9912,0.1253,0.8571,49.66621672395334,,33.31,30.3382864668061,666.7123517855332,2077.0,2365.035700434808
389,Madison,16065950301,0.3824,0.7736,0.967,0.2769,0.756,41.74920506323752,,34.21000000000004,33.682641341180705,662.5756336976414,3792.0,2419.9496481320784
390,Madison,16065950303,0.6989,0.7297,0.8527,0.0484,0.9626,71.82727632680268,,33.950000000000045,32.68893512086692,0.0,3405.0,2462.55633648808
391,Madison,16065950304,0.5231,0.2813,0.4945,0.011,0.5187,64.17567965632044,,33.950000000000045,31.96328541533985,0.0,3294.0,2683.361843165263
392,Madison,16065950401,0.1297,0.156,0.4769,0.0242,0.2484,92.57606514401058,,34.21000000000004,31.695856477765364,0.0,2323.0,2331.6569639820755
393,Madison,16065950402,0.4549,0.5253,0.9363,0.2044,0.3319,97.03157220619435,,36.83000000000004,28.616427370904542,0.0,1705.0,1613.677963266472
394,Madison,16065950501,0.0242,0.1253,0.1626,0.0945,0.3846,94.63537749289988,,40.75000000000006,30.10397505878209,0.0,1108.0,2520.6972663885454
395,Madison,16065950502,0.2132,0.1231,0.1758,0.0835,0.3275,95.597009304346,,32.97000000000003,28.41869194842883,0.0,2249.0,2346.161178095484
396,Minidoka,16067970100,0.8,0.778,0.5363,0.9846,0.5495,76.93248166669281,,51.99000000000001,29.37807447609933,1149.2285802774716,2886.0,2327.333381391241
397,Minidoka,16067970200,0.9604,0.8945,0.4857,0.9033,0.9363,88.16685083873138,,36.93000000000001,26.285676118871805,1171.8310510858428,4838.0,2976.2108807970417
398,Minidoka,16067970300,0.8527,0.5451,0.4418,0.3165,0.6967,29.63710527779569,,54.99000000000001,34.8732720956356,1097.042063850092,2526.0,1946.0088362209603
399,Minidoka,16067970400,0.9516,0.9429,0.7451,0.978,0.833,88.11539753601029,,29.910000000000025,26.31035275811506,1178.9336565933202,3725.0,3346.518601819609
400,Minidoka,16067970500,0.9736,0.8989,0.8769,0.7692,0.7582,92.04124703791454,,29.910000000000025,25.778950330803088,1143.9646022782626,3589.0,3117.3158888581856
401,Nez Perce,16069940000,0.978,0.8813,0.7868,0.8549,0.7187,69.76670538465257,,41.59000000000003,31.851907343009508,1421.2316284924834,3788.0,1919.4776018392602
402,Nez Perce,16069960200,0.0154,0.2154,0.3363,0.5253,0.1363,83.90065642823689,,37.13000000000005,31.19576243800392,1313.9900107536148,288.0,1807.3364941857374
403,Nez Perce,16069960300,0.3275,0.8418,0.9714,0.2242,0.9297,40.35188262858642,,44.13000000000005,34.62242423719801,1526.2808401550822,4130.0,2325.302014596365
404,Nez Perce,16069960400,0.411,0.6505,0.5824,0.4857,0.789,34.72528044185446,,37.01000000000005,35.419095471082684,1528.2209193414822,2769.0,3191.6945780783412
405,Nez Perce,16069960500,0.0484,0.5099,0.8088,0.4418,0.422,32.706272987504185,,37.27000000000004,36.42226745098043,1528.271758003818,2991.0,2861.4331914334025
406,Nez Perce,16069960600,0.3802,0.8659,0.9736,0.9648,0.4,27.313086811806464,,37.79000000000002,36.75543371776598,1536.8258096384493,4213.0,2765.251414738409
407,Nez Perce,16069960700,0.3626,0.7582,0.7824,0.8703,0.5846,53.1473906630045,,44.51000000000005,30.735145870025303,1525.987663573519,4416.0,1962.4725850990762
408,Nez Perce,16069960800,0.2374,0.4418,0.6505,0.4769,0.2989,23.398589223579773,,40.09000000000003,37.2062879456407,1535.9034387733632,3007.0,2666.3202838005586
409,Nez Perce,16069960900,0.0571,0.3736,0.8484,0.5385,0.0769,38.284610431422855,,37.51000000000005,36.49722021246056,1520.8494372212372,2509.0,2546.2873941617304
410,Nez Perce,16069961000,0.1407,0.2505,0.2857,0.1758,0.4527,28.027414026879686,,40.450000000000045,37.2353706624606,1482.3580532127148,4420.0,2617.419475059077
411,Oneida,16071960100,0.1978,0.5516,0.5077,0.9297,0.3802,52.36859824997272,,50.53000000000003,37.48931394014729,675.4442237152175,3494.0,1584.6978415894152
412,Owyhee,16073950101,0.9473,0.9824,0.9429,1.0,0.8176,85.00860686195736,,41.370000000000005,30.61757815749102,1165.4603321091813,3306.0,2999.7816451640806
413,Owyhee,16073950102,0.8242,0.9319,0.7714,0.956,0.8,71.95959396779188,,41.670000000000016,30.917331053501616,1179.5936650098552,2674.0,2947.561207278126
414,Owyhee,16073950200,0.756,0.7516,0.6945,0.8264,0.5714,8.107616343672358,,52.13000000000005,36.592529151686136,1026.5087924247002,3096.0,1952.3925030842856
415,Payette,16075960100,0.6945,0.8615,0.8813,0.8725,0.6242,15.175930094748946,,45.150000000000034,40.46189993548611,1095.332619289828,4940.0,2672.715930058417
416,Payette,16075960200,0.9121,0.9297,0.9451,0.5495,0.8923,78.43266607104052,,37.01000000000005,32.16130527640772,1062.9027522667154,2631.0,3677.649113109487
